Unnamed: 0,reviews,clean_review,polarity,aspect_sentiments,dominant_topic
309," Check in agent at LHR was very helpful and friendly as were the in flight crew. Seat was comfortable with good leg room. However, the food was poor - barely better than economy class with a poor quality and limited selection of wine. In flight entertainment selections weâre very limited. Far inferior to what BA used to offer. Overall, this premium economy product was disappointing and very poor value for money.",check agent lhr helpful friendly flight crew seat comfortable good leg room however food poor barely better economy class poor quality limited selection wine flight entertainment selection limited far inferior ba used offer overall premium economy product disappointing poor value money,0.011011904761904797,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
310,"  Very disappointing. I book BA so I can fly during the day. My return flight at 6pm on 28/1/23 was cancelled, replaced by a flight at 9pm. It took off 1/2 hour late meaning I arrived at Gatwick well after midnight with no onward transport connections. I had to pay Â£70 for a taxi home. Plus the seats are really snug. Iâm only 5â7â but my knees were hitting the seat in front. No more BA for me. They are trading on their name but the customer service and reliability has deteriorated. Ryanair has better aircraft and take-off slots.",disappointing book ba fly day return flight pm cancelled replaced flight pm took hour late meaning arrived gatwick well midnight onward transport connection pay taxi home plus seat really snug im knee hitting seat front ba trading name customer service reliability deteriorated ryanair better aircraft takeoff slot,0.12000000000000002,"{'customer service': 0.12000000000000002, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
311," Excellent service both on the ground and on board - while their first class product might not be leading edge, the service around the entire experience was well worth the cost of the ticket. The Concorde room at Heathrow is well managed and a great place to relax prior to the trip. Flight was slightly delayed out of Heathrow but arrived on schedule in Johannesburg.",excellent service ground board first class product might leading edge service around entire experience well worth cost ticket concorde room heathrow well managed great place relax prior trip flight slightly delayed heathrow arrived schedule johannesburg,0.31190476190476196,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
312,  Good lounge at Cape Town. On time departure. Drinks high quality. Sound dinner service. Breakfast reasonable. Arrival lounge was good but showers cold.,good lounge cape town time departure drink high quality sound dinner service breakfast reasonable arrival lounge good shower cold,0.26,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
313,"  A really excellent journey. Lounge not overcrowded in late afternoon, plenty of edible food. Easy boarding. New Club World Suites great and compared to when we last travelled in them a year ago food and drink back to previous standards- choice of individual wines rather than bland blends, courses served individually with cut glass and china. Beef cheek really tasty as was a surprisingly good soup. Crew excellent. Good choice of movies. Breakfast after a good night's sleep- fruits etc first, couldn't manage the full English which was offered. Arrival on time. What more could you want? Not quite up to Gulf standards overall, but BA seems to have eventually got its business class back to standard",really excellent journey lounge overcrowded late afternoon plenty edible food easy boarding new club world suite great compared last travelled year ago food drink back previous standard choice individual wine rather bland blend course served individually cut glass china beef cheek really tasty surprisingly good soup crew excellent good choice movie breakfast good night sleep fruit etc first couldnt manage full english offered arrival time could want quite gulf standard overall ba seems eventually got business class back standard,0.23484848484848483,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
314,"  This flight was one of the worst I have ever had in my life. I wanted to pamper myself, so I bought business class. I was looking forward to my new experience. I will not mention the chaos of changing gates several times, as these things may happen. What surprised me was the lack of attention to passengers. The flight was delayed by almost 3 hours. Even though staff offered vouchers, we had no idea where to get them, and we were told that we only had about 10 minutes to use them because boarding had already begun. Firstly, I did not see anyone with the voucher, and secondly, even if we got it, we were not able to use it. When I finally got to the airport, there was another waiting for about 30 minutes after cross check. Meantime, we were told that due to problems, they did not load any food, so the flight will be without any food on board. The only food offered and given to everyone on the plane was a small bag of nuts. As a business class passenger, I was offered drinks only. All in all, my business class contained 3 small glasses of juice. Â  I received no apology or compensation from the company at all. It was a disgraceful and cheap service for a very expensive price. ",flight one worst ever life wanted pamper bought business class looking forward new experience mention chaos changing gate several time thing may happen surprised lack attention passenger flight delayed almost hour even though staff offered voucher idea get told minute use boarding already begun firstly see anyone voucher secondly even got able use finally got airport another waiting minute cross check meantime told due problem load food flight without food board food offered given everyone plane small bag nut business class passenger offered drink business class contained small glass juice received apology compensation company disgraceful cheap service expensive price,-0.05275974025974026,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
315," It seems that there is a race to the bottom amongst airlines. I cannot even check in because BA requires the submission of documents for Covid restrictions. However the form to start the submission process is hopelessly broken. After clicking ""submit"" the form just hangs forever. No error message is given. I tried three different browsers on three different devices. All have the same hang. Which means you cannot check in online nor can you select a seat. I tried using the chat bot, but after 30 minutes of clicking ""try again"" I thought I had donated enough time to BA. ",seems race bottom amongst airline even check ba requires submission document covid restriction however form start submission process hopelessly broken clicking submit form hang forever error message given tried three different browser three different device hang mean check online select seat tried using chat bot minute clicking try thought donated enough time ba,-0.14250000000000002,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",2
316,"  As a Spanish born individual living in England, I have been using British Airways for over 3 decades, multiple times a year. On 12th January 2023 I booked a flight for my son and I to go to Alicante. However, I was informed on the 17th January 2023 by my doctors that I am unable to fly due to an elbow operation I have had. As a result I decided to give my ticket to my daughter, calling up the Customer Service team for British Airways to make the change. On the 18th January 2023 they took my enquiry call. There seemed to be some speech delay in the call, which presented a small bit of difficulty, however I also struggled to understand the support staff member on top of this delay. When requesting to change the name on one of the tickets to my daughters name I was told this is not within the policy, and that I would need to cancel the ticket and rebook it. I was encouraged to divide the booking so myself and my son were on two different booking reference numbers. I accepted this and was then asked if I would like to cancel the booking. I insisted I would need to know the total of the refund. Itâs lucky I did ask to check this, as I was then informed it would be roughly Â£9.00. The total cost of my booking was Â£394.64, which comes to Â£197.32 per passenger, leaving my refund total at less than 3% of the value of my purchase. This is despite the seat not be abandoned. According to BA  policy, all I am entitled to out of a simple change of name is less than 3% refund even when Iâm buying the ticket right back then and there on the phone (probably for more money than it was worth a week ago).",spanish born individual living england using british airway decade multiple time year th january booked flight son go alicante however informed th january doctor unable fly due elbow operation result decided give ticket daughter calling customer service team british airway make change th january took enquiry call seemed speech delay call presented small bit difficulty however also struggled understand support staff member top delay requesting change name one ticket daughter name told within policy would need cancel ticket rebook encouraged divide booking son two different booking reference number accepted asked would like cancel booking insisted would need know total refund lucky ask check informed would roughly total cost booking come per passenger leaving refund total le value purchase despite seat abandoned according ba policy entitled simple change name le refund even im buying ticket right back phone probably money worth week ago,0.07073934837092731,"{'customer service': 0.07073934837092731, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",2
317,"  A rather empty and quiet flight to Tel Aviv, very friendly cabin crew and due to the emptiness of the flight I had an entire row to myself which allowed me to work easily and have as much space as required. Unfortunately upon landing the breaks overheated and we had to wait for the fire crew to cool them down which delayed us. Otherwise an overall excellent flight on BA's part. This was the first time I have flown this flight and it has actually taken off at the correct time.",rather empty quiet flight tel aviv friendly cabin crew due emptiness flight entire row allowed work easily much space required unfortunately upon landing break overheated wait fire crew cool delayed u otherwise overall excellent flight ba part first time flown flight actually taken correct time,0.12083333333333333,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
318,  Easy check in and staff member was polite and helpful and made a specific point of acknowledging our loyalty to BA. Security at London was fast. Galleries North was fine and showers were good. Organised flight boarding. Plane was fine with good crew and new club world product. My wife had a damaged storage area but otherwise ok. After take off there was a good drinks and food service which was well run. Slept well on time arrival. We both found the new seat design harder to sleep in.,easy check staff member polite helpful made specific point acknowledging loyalty ba security london fast gallery north fine shower good organised flight boarding plane fine good crew new club world product wife damaged storage area otherwise ok take good drink food service well run slept well time arrival found new seat design harder sleep,0.35328282828282825,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
319,"  Being a silver flyer and booking a flight through BA to Dublin you would have thought I could use the lounge even though BA used Air Lingus for the flight. Travelled recently there with the same situation and was allowed in by a kind Gentleman at the desk even though he said I had to be Gold ? He was really accommodating and it wasnât a big deal. But the two ladies on the desk were like no. No empathy there at all-saying the other guy shouldnât have let me and they will have a word with him ? Come on BA I booked the flight through you, and you made me fly with Air Lingus so you should let me use the lounge as a silver flier. ",silver flyer booking flight ba dublin would thought could use lounge even though ba used air lingus flight travelled recently situation allowed kind gentleman desk even though said gold really accommodating wasnt big deal two lady desk like empathy allsaying guy shouldnt let word come ba booked flight made fly air lingus let use lounge silver flier,0.32,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",2
320,"  I find BA incredibly tacky and constantly looking for ways to get money out of customers. I have travelled using major airlines my whole life and although I know it sounds silly - when on a 4 hour flight on a major airline you do expect some form of beverage or snack as a curtesy and a port to charge your phone and not have to pay insane prices for luggage. There was no inflight entertainment and the aircraft was very snug, when I challenged why I had to pay for my own drink and why no inflight entertainment - I was told it was a short haul fight. My sisters met me from Cairo (which is an hour and half flight) and flew Egyptair and somehow received luggage allowance, drinks, food and inflight entertainment as well as a USB port to charge their phones. BA I now realise stands for Budget Airline. Staff were great - what you got for your money not so much.",find ba incredibly tacky constantly looking way get money customer travelled using major airline whole life although know sound silly hour flight major airline expect form beverage snack curtesy port charge phone pay insane price luggage inflight entertainment aircraft snug challenged pay drink inflight entertainment told short haul fight sister met cairo hour half flight flew egyptair somehow received luggage allowance drink food inflight entertainment well usb port charge phone ba realise stand budget airline staff great got money much,0.07986111111111112,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
321,"  Flew ATL to LHR 8th Jan 2023. Was unlucky enough to be on board a 23 year old 777. Refit gave it a decent IFE screen and the seat looked decent. Although combine the IFE with the cheap and nasty earbuds, and any movie can be ruined. Headrest was great, just a pity little padding is used on the seat as my Wife and I were very uncomfortable. The leg room in general is poor, especially when passengers keep their seat reclined from start to finish. Zero room. Aircraft was tired. Rubber spacers falling out, silicone sealer falling apart in the toilets. Toilet seats old, stained. Rubber on arm rest was hanging off. No post take off drinks/snacks offered.  Meal was sent out after a couple of hours. Was poor. Chicken cubes that reminded me of dog food, mashed potatoes that were purified within an inch of their life. Stale rock hard roll, salad which was rice and carrots?! Dried crackers with no cheese. Kids meal was just as sad. Tiny leaf salad with enough dressing to refloat a shipwreck. Coffee creamer was given with the kids meal? Snack was decent for the adults, bagel with cheese and egg. Hot and tasty. Kids snack was a green wrap with spinach and onions in it.  Very very poor. Mix the food, BA service with a grunt, being crammed into a seat for 7 hours, landing at a remote stand and enduring a bus to the terminal and BA in my opinion, is terrible. This flight was so disappointing. Other than one great member of cabin crew, everything else was just average.",flew atl lhr th jan unlucky enough board year old refit gave decent ife screen seat looked decent although combine ife cheap nasty earbuds movie ruined headrest great pity little padding used seat wife uncomfortable leg room general poor especially passenger keep seat reclined start finish zero room aircraft tired rubber spacers falling silicone sealer falling apart toilet toilet seat old stained rubber arm rest hanging post take drinkssnacks offered meal sent couple hour poor chicken cube reminded dog food mashed potato purified within inch life stale rock hard roll salad rice carrot dried cracker cheese kid meal sad tiny leaf salad enough dressing refloat shipwreck coffee creamer given kid meal snack decent adult bagel cheese egg hot tasty kid snack green wrap spinach onion poor mix food ba service grunt crammed seat hour landing remote stand enduring bus terminal ba opinion terrible flight disappointing one great member cabin crew everything else average,-0.12845238095238096,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
322,"  Great thing about British Airways A380 is the economy section upstairs. Get this if you can as it allows you to have small stowage cupboards at the window seats. Despite being not very old, the A380 looked tired inside. Broken side stowage, a seat that reclined uncontrollably and slow to react IFE. The food was supposed to be Christmas dinner. 3 wafer thin bits of dry turkey, 4 over cooked sprouts and some cubed potatoes. Poor in taste and quality. Mousse desert was great though. Slight issue during the snack meal. Ordered a childs option which was marked as such. Regular meal arrived as well and they were exactly the same. Asked a crew member to be told the difference was the sticker on the box. Staff were ok. Couple decent but mostly just ok. Overall, BA just seems a tad cheap these days. Great to sit upstairs but that was where the enjoyment ended. Just seemed a bit dull and like BA are just an average airline.
",great thing british airway economy section upstairs get allows small stowage cupboard window seat despite old looked tired inside broken side stowage seat reclined uncontrollably slow react ife food supposed christmas dinner wafer thin bit dry turkey cooked sprout cubed potato poor taste quality mousse desert great though slight issue snack meal ordered child option marked regular meal arrived well exactly asked crew member told difference sticker box staff ok couple decent mostly ok overall ba seems tad cheap day great sit upstairs enjoyment ended seemed bit dull like ba average airline,0.06920289855072463,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
323," The staff are friendly. The plane was cold, we were shivering, they gave light blankets but they were not enough. Meals were basic. Entertainment was basic. Luggage is delayed, today is day 6 and BA staff over the phone say ""call after 72 hours"". Tracking system is very vague, had to extract information from staff that they arrived to Vancouver on Jan 2nd. I offered to collect baggage but very vague answer ""call the Airport"", asked her for BA phone number at YVR but she said ""we don't have a phone number for you to call, call the main Airport"". Their policy states you can make a claim only after 21 days.",staff friendly plane cold shivering gave light blanket enough meal basic entertainment basic luggage delayed today day ba staff phone say call hour tracking system vague extract information staff arrived vancouver jan nd offered collect baggage vague answer call airport asked ba phone number yvr said dont phone number call call main airport policy state make claim day,-0.07314814814814814,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",2
324," Probably the worst business class experience I've ever had on an airline. Just a few of the issues: Required to purchase seats on international (Club World) business class. This was not made known during the ticket purchase process and cost me an additional $600 on a single leg (LHR-LAX) for a family of four. Given the very strange business class seating layout on BA A380s, leaving the seat selection to change could have been disastrous for my family. Ridiculously long boarding times on even small aircraft. On my VIE-LHR leg, the boarding time for the A320 was over 50 minutes long, leading to a delayed departure. There was no urgency on the part of staff to speed up the boarding times. Severe overcrowding in the boarding area in satellite C of terminal 5 at Heathrow. Boarding staff would not allow passengers to enter the roped off queue area before boarding (I have no idea why not) and so crowding was extreme. The overall boarding area was far too small for an A380, and I believe this satellite was designed and built after the first A380s were delivered. Online check-in in advance of flights appears to be completely broken. I was urged repeatedly (on the BA website, and via email and text) to ""upload my COVID documents"" even though, at the end of 2022, there are no COVID documents required for travel. After I filled in basic contact information on the website - and did not upload any ""COVID documentation"" - I was informed (several hours later) that my ""COVID documents have been verified"". I then received another text message urging me to ""upload my COVID documentation"". On the VIE-LHR leg, the shop.ba.com page that one is directed to after attempting to connect to wifi on the plane indicated ridiculously incorrect remaining flight times - over six hours, and then four hours just before landing. BA lounges for Club Europe and Club World at Heathrow are often seriously overcrowded. Furniture and carpeting and other finishes in the clubs are worn or dirty. That said, the food in the lounges was of pretty good quality. The food quality in BA lounges at Heathrow may be the only redeeming thing about this airline. Onboard, food and beverage service was far below average for international business class. Terrible, one might say. On the LHR-LAX leg, there was no pre-meal beverage service and there were NO mid-flight beverage services at all. Unlike most business class offerings on other airlines, there was no taking a meal order by flight attendants at the beginning of the flight. Meals were brought out haphazardly shortly after take off, with the ""chicken or fish?"" type of meal selection similar to economy class. There was no coffee or tea service after meals. Food quality was poor, with the pre-landing snack of a ""ploughman's lunch"" being downright disgusting. . There was no beverage or bar set-up in the galley areas - beverages available to passengers during the flight - as is standard on most international business class offerings. Even bottles of water seemed be hidden away, requiring one to ask the flight attendants for water. I won't comment on the bizarre seating layout on the A380, as others have rightly panned the awkwardness and extremely poor design of the seating. The seats are not 6' 2"" long as stated on the BA website, and I found the seats too short for my 6' 2"" height. The ""Priority"" luggage tags were not followed in the baggage delivery.",probably worst business class experience ive ever airline issue required purchase seat international club world business class made known ticket purchase process cost additional single leg lhrlax family four given strange business class seating layout ba leaving seat selection change could disastrous family ridiculously long boarding time even small aircraft vielhr leg boarding time minute long leading delayed departure urgency part staff speed boarding time severe overcrowding boarding area satellite c terminal heathrow boarding staff would allow passenger enter roped queue area boarding idea crowding extreme overall boarding area far small believe satellite designed built first delivered online checkin advance flight appears completely broken urged repeatedly ba website via email text upload covid document even though end covid document required travel filled basic contact information website upload covid documentation informed several hour later covid document verified received another text message urging upload covid documentation vielhr leg shopbacom page one directed attempting connect wifi plane indicated ridiculously incorrect remaining flight time six hour four hour landing ba lounge club europe club world heathrow often seriously overcrowded furniture carpeting finish club worn dirty said food lounge pretty good quality food quality ba lounge heathrow may redeeming thing airline onboard food beverage service far average international business class terrible one might say lhrlax leg premeal beverage service midflight beverage service unlike business class offering airline taking meal order flight attendant beginning flight meal brought haphazardly shortly take chicken fish type meal selection similar economy class coffee tea service meal food quality poor prelanding snack ploughman lunch downright disgusting beverage bar setup galley area beverage available passenger flight standard international business class offering even bottle water seemed hidden away requiring one ask flight attendant water wont comment bizarre seating layout others rightly panned awkwardness extremely poor design seating seat long stated ba website found seat short height priority luggage tag followed baggage delivery,-0.09531926406926407,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
325," Definitely not recommended, especially for business class. The seats are ridiculous and small, the food is mediocre if that, and good luck with the internet even if you pay for full internet for the entire flight. The service however has been great. My attendant saved me from crying. I donât know who designed this aircraft but in this expensive business class, in order to move out of you middle seat to go to the bathroom you must rudely climb over the personâs legs sitting in the aisle seat. Your seat is like an enclosed tiny cubicle with no storage space. Iâve unfortunately traveled British Airways business class at least 4 times within the last 4 months. Never again unless there is no other choice. By the way, the business class lounge south at Heathrow is a cattle pen.",definitely recommended especially business class seat ridiculous small food mediocre good luck internet even pay full internet entire flight service however great attendant saved cry dont know designed aircraft expensive business class order move middle seat go bathroom must rudely climb person leg sitting aisle seat seat like enclosed tiny cubicle storage space ive unfortunately traveled british airway business class least time within last month never unless choice way business class lounge south heathrow cattle pen,-0.03518518518518518,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
326,"  BA shuttle service across the UK is still surprisingly a good product. When compared with BA long haul that doesnât always get the best of comments at times. Itâs reasonable priced, works well, fresh crews and no queues or long distances to walk. I donât know why they still offer a COVID style bottle of water and snack when just stretching to a cup of tea and snack would be great add on for this service. Currently they have an on line sky cafe but itâs too fiddly to work or get connected in short trips.",ba shuttle service across uk still surprisingly good product compared ba long haul doesnt always get best comment time reasonable priced work well fresh crew queue long distance walk dont know still offer covid style bottle water snack stretching cup tea snack would great add service currently line sky cafe fiddly work get connected short trip,0.32222222222222224,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
327," I must admit like many others I tend to avoid BA long haul where possible due to the many poor reviews. But had my first ride on a BA A380 the other day so it was an exception. What can I say. Aircraft immaculate and economy seat really comfortable but thatâs about it. IFE didnât work but wasnât that interesting anyway. I got the map screenshot for a while. Lunch was poor quality but plenty of nice white wine and other alcoholic drinks made up for it. Cabin crew pleasant but poor grooming lets them down. Some skirts, some trouser suits, some long sleeves some short. Some jackets some waistcoat. Some cardigans on at time and all in all they could have done better I think. Baggage delivery was really quick. Summing up well I am still not coming back to BA not yet. Maybe the old charm will return soon.",must admit like many others tend avoid ba long haul possible due many poor review first ride ba day exception say aircraft immaculate economy seat really comfortable thats ife didnt work wasnt interesting anyway got map screenshot lunch poor quality plenty nice white wine alcoholic drink made cabin crew pleasant poor grooming let skirt trouser suit long sleeve short jacket waistcoat cardigan time could done better think baggage delivery really quick summing well still coming back ba yet maybe old charm return soon,0.1305555555555556,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
328,"  When will BA update their Business class cabin - 8 across on a 777. It is not so much travelling facing backwards as it were, but the cabin staff having to pass food trays across the front of passengers paying business class fares! As for having to pay to reserve a specific seat - an antiquated idea. The cabin staff were fine, food acceptable, check-in OK and Business lounge (breakfast) acceptable. The lack of space in the seating area, small screen and disfunctional entertainment equipment disappointing. Having to step over the reclining passengers feet is not attractive. ",ba update business class cabin across much travelling facing backwards cabin staff pas food tray across front passenger paying business class fare pay reserve specific seat antiquated idea cabin staff fine food acceptable checkin ok business lounge breakfast acceptable lack space seating area small screen disfunctional entertainment equipment disappointing step reclining passenger foot attractive,0.15238095238095242,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
329,  Paid Â£200 day before flight for an upgrade from economy to premium economy. At checkin they could not find my booking so a little wait while they rang someone who explains on the upgrade you get deleted from the system the checkin agent sees? Took about 5 minutes to resolve. Seat was nice enough. Stowage pocket in front a bit small. Food was reasonably nice. Shame that the bathroom is all the way back through economy and there is a bit of a queue. IFE system is good but selection mediocre. Worst part of the flight is that at CPT so we were on a remote stand and bussed in. Through passport control quickly but then it took an absolute age to get our luggage which ruined what would otherwise have been a reasonable flight. Upgrade was worth it at Â£200 maybe Â£300 (its a long flight) but their offers of Â£2000 or whatever for premium economy is comedy pricing. Score before the luggage fiasco would have been 7 or 8 / 10. With the luggage fiasco I can't rate it more than 4/10.,paid day flight upgrade economy premium economy checkin could find booking little wait rang someone explains upgrade get deleted system checkin agent see took minute resolve seat nice enough stowage pocket front bit small food reasonably nice shame bathroom way back economy bit queue ife system good selection mediocre worst part flight cpt remote stand bussed passport control quickly took absolute age get luggage ruined would otherwise reasonable flight upgrade worth maybe long flight offer whatever premium economy comedy pricing score luggage fiasco would luggage fiasco cant rate,0.056388888888888884,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
330,"  BA website did not work (weirdly deleted my flight from ""upcoming flights"" on the day of departure). Chaos at Cape Town airport with hundreds queuing as the computers were down. Chaos at the gate / no queue management for premium passengers. Very nice new A350 with smart new club suite. Champagne warm (cabin crew said its impossible to serve it cold, which is not true as Air France manage it). Disappointing meal, wine served so late after the food you have finished by the time it arrives. Cheese ice cold and tasteless (why can't the champagne / white wine be in the fridge used for the cheese?). Good IFE system but mediocre film selection. Disappointing breakfast. Overall: 3 / 10. Flew Air France business the month before which was way better. So sad what's become of BA.",ba website work weirdly deleted flight upcoming flight day departure chaos cape town airport hundred queuing computer chaos gate queue management premium passenger nice new smart new club suite champagne warm cabin crew said impossible serve cold true air france manage disappointing meal wine served late food finished time arrives cheese ice cold tasteless cant champagne white wine fridge used cheese good ife system mediocre film selection disappointing breakfast overall flew air france business month way better sad whats become ba,-0.11148268398268397,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",4
331,"  Absolutely terrible experience with British Airways. After a short flight from London Heathrow to Frankfurt, they couldn't get my suitcase to me in time for my next flight (on Cathay Pacific) to Melbourne, despite a 3 hour gap between the two flights. Told me they would arrange for the suitcase to be transferred directly to Melbourne - instead, it got to Hong Kong and left there. When they finally tracked it down, they sent it back to London. All happened over Christmas, so very stressful yet minimal communication from their team. While the plane crew may be lovely, the service outside of this has been nothing short of dreadful, and if given the option, I will avoid flying with them in future.",absolutely terrible experience british airway short flight london heathrow frankfurt couldnt get suitcase time next flight cathay pacific melbourne despite hour gap two flight told would arrange suitcase transferred directly melbourne instead got hong kong left finally tracked sent back london happened christmas stressful yet minimal communication team plane crew may lovely service outside nothing short dreadful given option avoid flying future,-0.10714285714285714,"{'customer service': 0.0, 'flight experience': 0.0, 'booking process': 0.0, 'on-time performance': 0.0, 'baggage handling': 0.0, 'seating and amenities': 0.0, 'safety and security': 0.0, 'value for money': 0.0, 'loyalty programs': 0.0}",2
